# Simulation 24 (Up to date)
# 1059 data points written for 54 variables.
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s^2),Total velocity (ft/s),Total acceleration (ft/s^2),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (^2),Lateral velocity (ft/s),Lateral acceleration (ft/s^2),Latitude (^2),Longitude (^2),Gravitational acceleration (ft/s^2),Angle of attack (^2),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (oz),Propellant mass (oz),Longitudinal moment of inertia (lb^2ft^2),Rotational moment of inertia (lb^2ft^2),CP location (in),CG location (in),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (ft/s^2),Reference length (in),Reference area (in^2),Vertical orientation (zenith) (^2),Lateral orientation (azimuth) (^2),Wind velocity (ft/s),Air temperature (^2F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
130,4606.6,-57.554,0.050199,57.579,0.050455,136.65,0.6079,136.65,0.25488,6.3095,0.0050744,28.61,-80.6,32.112,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.052416,3518518,0,422.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0074293,NaN,NaN,NaN,NaN,6.3161,42.47,854.83,1098.5,0.5,0.076813
130.5,4577.8,-57.528,0.052681,57.558,0.36384,133.45,0.60749,133.45,0.26082,6.4895,0.36001,28.61,-80.6,32.112,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.052391,3519766,0,422.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0074261,NaN,NaN,NaN,NaN,6.9668,42.572,855.76,1098.6,0.5,0.076836
131,4549.1,-57.501,0.054151,57.536,0.53999,130.14,0.60709,130.14,0.26728,6.7581,0.53727,28.61,-80.6,32.112,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.052366,3520978,0,422.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0074261,NaN,NaN,NaN,NaN,7.4635,42.675,856.7,1098.7,0.5,0.07686
131.5,4520.3,-57.474,0.052816,57.51,0.57305,126.69,0.60668,126.69,0.27437,7.0434,0.57061,28.61,-80.6,32.113,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.052337,3521929,0,422.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0074277,NaN,NaN,NaN,NaN,7.7914,42.777,857.63,1098.8,0.5,0.076884
132,4491.6,-57.451,0.047012,57.475,0.21213,123.19,0.60627,123.19,0.28197,6.94,0.20685,28.61,-80.6,32.113,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.0523,3522350,0,422.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00743,NaN,NaN,NaN,NaN,6.6869,42.88,858.56,1099,0.5,0.076906
132.5,4462.9,-57.427,0.048561,57.451,0.13175,119.71,0.60585,119.71,0.28997,7.0012,0.12248,28.61,-80.6,32.113,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.052273,3523405,0,422.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007425,NaN,NaN,NaN,NaN,7.1719,42.982,859.49,1099.1,0.5,0.076928
133,4434.2,-57.402,0.049468,57.427,0.12204,116.22,0.60542,116.22,0.29846,6.9454,0.11157,28.61,-80.6,32.113,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.052245,3524436,0,422.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0074231,NaN,NaN,NaN,NaN,6.8151,43.085,860.42,1099.2,0.5,0.076949
133.5,4405.5,-57.375,0.054127,57.41,0.5428,112.82,0.605,112.82,0.30726,6.6754,0.5401,28.61,-80.6,32.113,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.052224,3525910,0,422.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0074189,NaN,NaN,NaN,NaN,5.9947,43.187,861.35,1099.3,0.5,0.076972
134,4376.8,-57.351,0.047471,57.375,0.073739,109.49,0.60457,109.49,0.31638,6.6472,0.056427,28.61,-80.6,32.113,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.052187,3526290,0,422.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0074101,NaN,NaN,NaN,NaN,6.5878,43.289,862.28,1099.4,0.5,0.076993
134.5,4348.1,-57.327,0.049027,57.351,0.11021,106.15,0.60415,106.15,0.32609,6.6965,0.0987,28.61,-80.6,32.113,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.05216,3527364,0,422.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0074066,NaN,NaN,NaN,NaN,6.8363,43.392,863.21,1099.5,0.5,0.077017
135,4319.5,-57.302,0.049741,57.327,0.1735,102.82,0.60373,102.82,0.33641,6.6134,0.16622,28.61,-80.6,32.113,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.052133,3528394,0,422.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0074044,NaN,NaN,NaN,NaN,6.4133,43.494,864.14,1099.6,0.5,0.077038
135.5,4290.8,-57.277,0.04941,57.302,0.077583,99.523,0.60331,99.525,0.34732,6.5835,0.059814,28.61,-80.6,32.113,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.052104,3529334,0,422.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0073997,NaN,NaN,NaN,NaN,6.5199,43.596,865.07,1099.7,0.5,0.07706
136,4262.2,-57.252,0.050376,57.278,0.23297,96.203,0.60289,96.205,0.35906,6.6972,0.22746,28.61,-80.6,32.113,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.052078,3530407,0,422.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007396,NaN,NaN,NaN,NaN,7.0016,43.698,866,1099.9,0.5,0.077081
136.5,4233.6,-57.225,0.053954,57.26,0.56954,92.925,0.60247,92.927,0.37147,6.4137,0.56698,28.61,-80.6,32.113,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.052056,3531796,0,422.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0073949,NaN,NaN,NaN,NaN,5.7011,43.8,866.93,1100,0.5,0.077103
137,4204.9,-57.201,0.048327,57.228,0.33593,89.677,0.60206,89.679,0.38466,6.58,0.33244,28.61,-80.6,32.114,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.052021,3532291,0,422.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0073862,NaN,NaN,NaN,NaN,7.0183,43.902,867.86,1100.1,0.5,0.077124
137.5,4176.4,-57.176,0.048231,57.203,0.26247,86.354,0.60165,86.356,0.39919,6.709,0.258,28.61,-80.6,32.114,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.051993,3533215,0,422.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0073862,NaN,NaN,NaN,NaN,7.0519,44.004,868.78,1100.2,0.5,0.077146
138,4147.8,-57.153,0.047732,57.176,0.048631,83.001,0.60124,83.003,0.41503,6.7043,0.0093063,28.61,-80.6,32.114,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.051964,3534094,0,422.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0073856,NaN,NaN,NaN,NaN,6.7054,44.106,869.71,1100.3,0.5,0.077168
138.5,4119.2,-57.128,0.048535,57.153,0.048837,79.648,0.60083,79.65,0.4322,6.707,0.0054156,28.61,-80.6,32.114,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.051937,3535103,0,422.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0073825,NaN,NaN,NaN,NaN,6.7269,44.208,870.64,1100.4,0.5,0.077191
139,4090.6,-57.1,0.057618,57.144,0.76185,76.39,0.60041,76.392,0.45033,6.3272,0.75967,28.61,-80.6,32.114,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.051924,3537048,0,422.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0073795,NaN,NaN,NaN,NaN,5.371,44.31,871.56,1100.5,0.5,0.077212
139.5,4062.1,-57.078,0.043958,57.1,0.084603,73.235,0.6,73.237,0.4694,6.291,0.072287,28.61,-80.6,32.114,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.051878,3536781,0,422.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0073687,NaN,NaN,NaN,NaN,6.2118,44.412,872.49,1100.6,0.5,0.077232
140,4033.6,-57.054,0.046738,57.078,0.086863,70.08,0.5996,70.083,0.4902,6.3276,0.073217,28.61,-80.6,32.114,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.051853,3537895,0,422.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0073652,NaN,NaN,NaN,NaN,6.434,44.514,873.42,1100.8,0.5,0.077254
140.5,4005,-57.03,0.048061,57.055,0.15188,66.935,0.5992,66.937,0.5129,6.2556,0.14408,28.61,-80.6,32.114,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.051827,3538935,0,422.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0073629,NaN,NaN,NaN,NaN,6.085,44.616,874.34,1100.9,0.5,0.077276
141,3976.5,-57.006,0.048177,57.03,0.084521,63.798,0.5988,63.801,0.53775,6.2903,0.069446,28.61,-80.6,32.114,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.051799,3539886,0,422.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0073586,NaN,NaN,NaN,NaN,6.3917,44.717,875.27,1101,0.5,0.077298
141.5,3948,-56.982,0.048774,57.007,0.17572,60.632,0.5984,60.635,0.56546,6.3747,0.16882,28.61,-80.6,32.114,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.051773,3540893,0,422.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0073561,NaN,NaN,NaN,NaN,6.6025,44.819,876.19,1101.1,0.5,0.077318
142,3919.6,-56.957,0.049005,56.983,0.23777,57.415,0.59801,57.418,0.59674,6.4911,0.23267,28.61,-80.6,32.114,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.051746,3541879,0,422.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0073546,NaN,NaN,NaN,NaN,6.7999,44.921,877.11,1101.2,0.5,0.077342
142.5,3891.1,-56.933,0.048544,56.959,0.22488,54.142,0.59761,54.146,0.6324,6.6009,0.21957,28.61,-80.6,32.115,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.051718,3542796,0,422.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0073536,NaN,NaN,NaN,NaN,6.8928,45.022,878.04,1101.3,0.5,0.077362
143,3862.6,-56.909,0.047732,56.933,0.10354,50.83,0.59722,50.834,0.67315,6.6468,0.091877,28.61,-80.6,32.115,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.05169,3543662,0,422.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0073526,NaN,NaN,NaN,NaN,6.7764,45.124,878.96,1101.4,0.5,0.077384
143.5,3834.2,-56.885,0.048041,56.909,0.1382,47.523,0.59681,47.527,0.7195,6.582,0.12958,28.61,-80.6,32.115,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.051663,3544629,0,422.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0073505,NaN,NaN,NaN,NaN,6.4304,45.225,879.88,1101.5,0.5,0.077405
144,3805.7,-56.861,0.047838,56.885,0.067368,44.226,0.59641,44.23,0.77261,6.6057,0.047433,28.61,-80.6,32.115,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.051636,3545551,0,422.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0073462,NaN,NaN,NaN,NaN,6.6788,45.327,880.81,1101.7,0.5,0.077428
144.5,3777.3,-56.836,0.04954,56.864,0.34115,40.966,0.59601,40.97,0.83354,6.437,0.33753,28.61,-80.6,32.115,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.051612,3546677,0,422.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0073436,NaN,NaN,NaN,NaN,6.0219,45.428,881.73,1101.8,0.5,0.077451
145,3748.9,-56.81,0.051902,56.845,0.5796,37.819,0.5956,37.824,0.90226,6.1483,0.57727,28.61,-80.6,32.115,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.051589,3547933,0,422.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0073373,NaN,NaN,NaN,NaN,5.4298,45.529,882.65,1101.9,0.5,0.077473
145.5,3720.5,-56.788,0.04446,56.81,0.05462,34.749,0.5952,34.754,0.9813,6.1325,0.031728,28.61,-80.6,32.115,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.051552,3548184,0,422.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0073287,NaN,NaN,NaN,NaN,6.1051,45.631,883.57,1102,0.5,0.077494
146,3692.1,-56.764,0.04871,56.793,0.39442,31.634,0.59481,31.64,1.0772,6.3282,0.3914,28.61,-80.6,32.115,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.051531,3549490,0,422.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0073256,NaN,NaN,NaN,NaN,6.8364,45.732,884.49,1102.1,0.5,0.077517
146.5,3663.7,-56.741,0.045594,56.764,0.045594,28.47,0.59442,28.476,1.1961,6.3283,2.3573e-4,28.61,-80.6,32.115,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.0515,3550114,0,422.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0073261,NaN,NaN,NaN,NaN,6.3414,45.833,885.41,1102.2,0.5,0.077538
147,3635.4,-56.718,0.046738,56.741,0.088789,25.296,0.59403,25.303,1.3452,6.366,0.075492,28.61,-80.6,32.115,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.051474,3551115,0,422.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0073232,NaN,NaN,NaN,NaN,6.4743,45.935,886.33,1102.3,0.5,0.07756
147.5,3607,-56.694,0.047118,56.718,0.10148,22.102,0.59364,22.11,1.5385,6.411,0.089876,28.61,-80.6,32.115,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.051448,3552067,0,422.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0073209,NaN,NaN,NaN,NaN,6.5373,46.036,887.25,1102.4,0.5,0.077582
148,3578.7,-56.67,0.047189,56.694,0.11484,18.91,0.59325,18.919,1.7969,6.3586,0.10469,28.61,-80.6,32.115,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.051421,3552999,0,422.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0073187,NaN,NaN,NaN,NaN,6.2392,46.137,888.17,1102.6,0.5,0.077609
148.5,3550.4,-56.643,0.055633,56.686,0.74015,15.638,0.59285,15.649,2.1711,6.7276,0.73805,28.61,-80.6,32.116,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.051408,3554861,0,422.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0073148,NaN,NaN,NaN,NaN,7.6715,46.238,889.09,1102.7,0.5,0.07763
149,3522,-56.619,0.047421,56.652,0.57603,12.202,0.59246,12.217,2.7797,7.0147,0.57408,28.61,-80.6,32.116,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.051372,3555142,0,422.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0073183,NaN,NaN,NaN,NaN,7.7515,46.339,890.01,1102.8,0.5,0.077652
149.5,3493.7,-56.597,0.044211,56.623,0.39303,8.7439,0.59206,8.7639,3.8736,6.8194,0.39054,28.61,-80.6,32.116,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.051341,3555721,0,422.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007321,NaN,NaN,NaN,NaN,6.3399,46.44,890.93,1102.9,0.5,0.077672
150,3465.4,-56.575,0.043678,56.597,0.13545,5.3182,0.59165,5.351,6.3481,6.8835,0.12822,28.61,-80.6,32.116,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.051312,3556503,0,422.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0073142,NaN,NaN,NaN,NaN,7.0578,46.541,891.84,1103,0.5,0.077694
150.5,3437.2,-56.552,0.045399,56.575,0.14315,1.8934,0.59124,1.9836,17.342,6.8156,0.13576,28.61,-80.6,32.116,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.051287,3557514,0,422.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0073128,NaN,NaN,NaN,NaN,6.6574,46.642,892.76,1103.1,0.5,0.077716
151,3408.9,-56.528,0.048726,56.557,0.44061,-1.4597,0.59082,1.5747,157.96,6.5967,0.4379,28.61,-80.6,32.116,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.051266,3558761,0,422.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0073085,NaN,NaN,NaN,NaN,6.0584,46.743,893.68,1103.2,0.5,0.077738
151.5,3380.6,-56.503,0.05065,56.539,0.63434,-4.679,0.59041,4.7161,172.81,6.2805,0.63231,28.61,-80.6,32.116,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.051243,3.56e6,0,422.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0073012,NaN,NaN,NaN,NaN,5.4982,46.843,894.59,1103.3,0.5,0.077759
152,3352.4,-56.479,0.046956,56.511,0.56529,-7.7488,0.59,7.7713,175.65,5.9989,0.56333,28.61,-80.6,32.116,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.051213,3560601,0,422.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007292,NaN,NaN,NaN,NaN,5.3036,46.944,895.51,1103.4,0.5,0.077782
152.5,3324.1,-56.458,0.042517,56.48,0.21592,-10.775,0.5896,10.791,176.87,6.1047,0.21169,28.61,-80.6,32.116,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.05118,3561044,0,422.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007284,NaN,NaN,NaN,NaN,6.3834,47.045,896.43,1103.6,0.5,0.077803
153,3295.9,-56.435,0.045185,56.46,0.29607,-13.791,0.58921,13.803,177.55,5.9584,0.2926,28.61,-80.6,32.116,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.051157,3562129,0,422.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0072831,NaN,NaN,NaN,NaN,5.6037,47.146,897.34,1103.7,0.5,0.077826
153.5,3267.7,-56.412,0.046414,56.439,0.36454,-16.725,0.58882,16.735,177.98,5.7776,0.36157,28.61,-80.6,32.116,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.051132,3563143,0,422.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0072777,NaN,NaN,NaN,NaN,5.3366,47.246,898.26,1103.8,0.5,0.077847
154,3239.5,-56.387,0.050468,56.422,0.58745,-19.687,0.58844,19.695,178.29,6.0703,0.58528,28.61,-80.6,32.117,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.051112,3564511,0,422.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0072716,NaN,NaN,NaN,NaN,6.8167,47.347,899.19,1103.9,0.5,0.077871
154.5,3211.3,-56.363,0.046904,56.392,0.41749,-22.774,0.58807,22.781,178.52,6.2777,0.41484,28.61,-80.6,32.117,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.051079,3565158,0,422.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0072735,NaN,NaN,NaN,NaN,6.8102,47.447,900.15,1104,0.5,0.077893
155,3183.2,-56.337,0.052624,56.376,0.68513,-25.998,0.5877,26.004,178.71,6.6192,0.68311,28.61,-80.6,32.117,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.05106,3566723,0,422.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0072743,NaN,NaN,NaN,NaN,7.4872,47.548,901.11,1104.1,0.5,0.077918
155.5,3155,-56.316,0.043122,56.337,0.092754,-29.318,0.58732,29.324,178.85,6.6603,0.082121,28.61,-80.6,32.117,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.05102,3566781,0,422.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0072774,NaN,NaN,NaN,NaN,6.7757,47.648,902.07,1104.2,0.5,0.077939
156,3126.8,-56.289,0.052417,56.327,0.6324,-32.727,0.58693,32.732,178.97,6.9754,0.63022,28.61,-80.6,32.117,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.051005,3568629,0,422.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0072754,NaN,NaN,NaN,NaN,7.7762,47.749,903.03,1104.3,0.5,0.077962
156.5,3098.7,-56.267,0.043877,56.289,0.044995,-36.213,0.58653,36.218,179.07,6.9704,0.0099643,28.61,-80.6,32.117,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.050966,3568789,0,422.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0072784,NaN,NaN,NaN,NaN,6.9706,47.849,903.99,1104.4,0.5,0.077985
157,3070.6,-56.242,0.050787,56.275,0.52467,-39.764,0.58613,39.768,179.16,7.2315,0.52221,28.61,-80.6,32.117,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.050948,3570399,0,422.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0072755,NaN,NaN,NaN,NaN,7.8965,47.95,904.95,1104.6,0.5,0.078006
157.5,3042.5,-56.219,0.045042,56.242,0.068298,-43.373,0.58572,43.377,179.23,7.2059,0.05134,28.61,-80.6,32.117,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.050913,3570822,0,422.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0072777,NaN,NaN,NaN,NaN,7.1543,48.05,905.91,1104.7,0.5,0.078028
158,3014.4,-56.196,0.047581,56.221,0.23864,-46.947,0.58529,46.95,179.29,7.0889,0.23385,28.61,-80.6,32.117,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.050889,3571986,0,422.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0072743,NaN,NaN,NaN,NaN,6.8097,48.15,906.86,1104.8,0.5,0.078049
158.5,2986.3,-56.165,0.061945,56.222,0.98913,-50.368,0.58487,50.371,179.33,6.5953,0.98719,28.61,-80.6,32.117,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.050885,3574548,0,422.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0072688,NaN,NaN,NaN,NaN,5.3775,48.25,907.82,1104.9,0.5,0.078073
